c-1,7,10
c-2,5,7,10
c-3,2,5,7,10
c-4,6,2,5,7,10
c-5,8,6,2,5,7,10
c-6,1,8,6,2,5,7,10
c-7,4,1,8,6,2,5,7,10
c-8,9,4,1,8,6,2,5,7,10
